0.31 2.28 0.14 0.0149101 0 1
0.31 2.28 0.17 0.0217216 0 1
0.31 2.28 0.2 0.0250772 0 1
0.31 2.28 0.23 0.0270867 0 1
0.31 2.28 0.26 0.0284747 0 1
0.31 2.28 0.29 0.0294772 0 1
0.31 2.28 0.32 0.030261 0 1
0.31 2.28 0.35 0.0309014 0 1
0.31 2.28 0.38 0.0314576 0 1
0.31 2.28 0.41 0.0319435 0 1
0.31 2.28 0.44 0.0323894 0 1
0.31 2.28 0.47 0.0327845 0 1
0.31 2.28 0.5 0.0332 0 1
0.31 2.28 0.53 0.0335848 0 1
0.31 2.28 0.56 0.0339409 0 1
0.31 2.28 0.59 0.0342924 0 1
0.31 2.28 0.62 0.0346451 0 1
0.31 2.28 0.65 0.0349771 0 1
0.31 2.28 0.68 0.0352916 0 1
0.31 2.28 0.71 0.0356227 0 1
0.31 2.28 0.74 0.0359363 0 1
0.31 2.28 0.77 0.0362492 0 1
0.31 2.28 0.8 0.0365459 0 1
0.31 2.28 0.83 0.0368321 0 1
0.31 2.28 0.86 0.0371306 0 1
0.31 2.28 0.89 0.0374067 0 1
0.31 2.28 0.92 0.0376749 0 1
0.31 2.28 0.95 0.0379389 0 1
0.31 2.28 0.98 0.0381905 0 1
0.31 2.28 1.01 0.0384346 0 1
0.31 2.28 1.04 0.0386626 0 1
0.31 2.28 1.07 0.0388882 0 1
0.31 2.28 1.1 0.0391 0 1
0.31 2.28 1.13 0.0393057 0 1
0.31 2.28 1.16 0.0394902 0 1
0.31 2.28 1.19 0.0396712 0 1
0.31 2.28 1.22 0.0398334 0 1
0.31 2.28 1.25 0.0399907 0 1
0.31 2.28 1.28 0.0401398 0 1
0.31 2.28 1.31 0.040266 0 1
0.31 2.28 1.34 0.0403597 0 1
0.31 2.28 1.37 0.0404765 0 1
0.31 2.28 1.4 0.0405695 0 1
0.31 2.28 1.43 0.0406392 0 1
0.31 2.28 1.46 0.0407016 0 1
0.31 2.28 1.49 0.0407402 0 1
0.31 2.28 1.52 0.0407535 0 1
0.31 2.28 1.55 0.0407683 0 1
0.31 2.28 1.58 0.0407663 0 1
0.31 2.28 1.61 0.0407609 0 1
0.31 2.28 1.64 0.0407295 0 1
0.31 2.28 1.67 0.0406796 0 1
0.31 2.28 1.7 0.0406093 0 1
0.31 2.28 1.73 0.0405302 0 1
0.31 2.28 1.76 0.0404145 0 1
0.31 2.28 1.79 0.0403296 0 1
0.31 2.28 1.82 0.0401892 0 1
0.31 2.28 1.85 0.0400443 0 1
0.31 2.28 1.88 0.0398882 0 1
0.31 2.28 1.91 0.0397141 0 1
0.31 2.28 1.94 0.0395223 0 1
0.31 2.28 1.97 0.0392959 0 1
0.38 3.15 0.23 0.0172393 0 1
0.38 3.15 0.26 0.023434 0 1
0.38 3.15 0.29 0.0269939 0 1
0.38 3.15 0.32 0.0293919 0 1
0.38 3.15 0.35 0.031121 0 1
0.38 3.15 0.38 0.0324443 0 1
0.38 3.15 0.41 0.0334984 0 1
0.38 3.15 0.44 0.0343613 0 1
0.38 3.15 0.47 0.0351039 0 1
0.38 3.15 0.5 0.0357429 0 1
0.38 3.15 0.53 0.0363025 0 1
0.38 3.15 0.56 0.0368096 0 1
0.38 3.15 0.59 0.037275 0 1
0.38 3.15 0.62 0.0376989 0 1
0.38 3.15 0.65 0.0380915 0 1
0.38 3.15 0.68 0.0384602 0 1
0.38 3.15 0.71 0.038807 0 1
0.38 3.15 0.74 0.0391336 0 1
0.38 3.15 0.77 0.0394398 0 1
0.38 3.15 0.8 0.0397277 0 1
0.38 3.15 0.83 0.0400095 0 1
0.38 3.15 0.86 0.0402777 0 1
0.38 3.15 0.89 0.0405264 0 1
0.38 3.15 0.92 0.0407683 0 1
0.38 3.15 0.95 0.0409719 0 1
0.38 3.15 0.98 0.0411886 0 1
0.38 3.15 1.01 0.0413803 0 1
0.38 3.15 1.04 0.0415811 0 1
0.38 3.15 1.07 0.0417682 0 1
0.38 3.15 1.1 0.0419313 0 1
0.38 3.15 1.13 0.0420451 0 1
0.38 3.15 1.16 0.0422111 0 1
0.38 3.15 1.19 0.0423486 0 1
0.38 3.15 1.22 0.0424803 0 1
0.38 3.15 1.25 0.0425911 0 1
0.38 3.15 1.28 0.0426805 0 1
0.38 3.15 1.31 0.0427554 0 1
0.38 3.15 1.34 0.0428281 0 1
0.38 3.15 1.37 0.0428946 0 1
0.38 3.15 1.4 0.0429461 0 1
0.38 3.15 1.43 0.0429777 0 1
0.38 3.15 1.46 0.0429997 0 1
0.38 3.15 1.49 0.0430023 0 1
0.38 3.15 1.52 0.0429924 0 1
0.38 3.15 1.55 0.042983 0 1
0.38 3.15 1.58 0.0429574 0 1
0.38 3.15 1.61 0.0429165 0 1
0.38 3.15 1.64 0.0428632 0 1
0.38 3.15 1.67 0.0428118 0 1
0.38 3.15 1.7 0.0427167 0 1
0.38 3.15 1.73 0.0426326 0 1
0.38 3.15 1.76 0.0425411 0 1
0.38 3.15 1.79 0.0424243 0 1
0.38 3.15 1.82 0.0422886 0 1
0.38 3.15 1.85 0.042138 0 1
0.38 3.15 1.88 0.0419237 0 1
0.38 3.15 1.91 0.0418276 0 1
0.38 3.15 1.94 0.0416538 0 1
0.38 3.15 1.97 0.04148 0 1
0.45 4.29 0.35 0.0170421 0 1
0.45 4.29 0.38 0.023349 0 1
0.45 4.29 0.41 0.0272511 0 1
0.45 4.29 0.44 0.0299834 0 1
0.45 4.29 0.47 0.0320231 0 1
0.45 4.29 0.5 0.0335876 0 1
0.45 4.29 0.53 0.0348888 0 1
0.45 4.29 0.56 0.0359479 0 1
0.45 4.29 0.59 0.0368336 0 1
0.45 4.29 0.62 0.0376009 0 1
0.45 4.29 0.65 0.0382652 0 1
0.45 4.29 0.68 0.0388554 0 1
0.45 4.29 0.71 0.0393497 0 1
0.45 4.29 0.74 0.0398381 0 1
0.45 4.29 0.77 0.0402572 0 1
0.45 4.29 0.8 0.0406429 0 1
0.45 4.29 0.83 0.0409879 0 1
0.45 4.29 0.86 0.0413026 0 1
0.45 4.29 0.89 0.0415842 0 1
0.45 4.29 0.92 0.0418599 0 1
0.45 4.29 0.95 0.0420979 0 1
