0.45 4.29 0.98 0.0423174 0 1
0.45 4.29 1.01 0.0425289 0 1
0.45 4.29 1.04 0.0427158 0 1
0.45 4.29 1.07 0.0428779 0 1
0.45 4.29 1.1 0.0430307 0 1
0.45 4.29 1.13 0.0431815 0 1
0.45 4.29 1.16 0.0432978 0 1
0.45 4.29 1.19 0.0434064 0 1
0.45 4.29 1.22 0.0435047 0 1
0.45 4.29 1.25 0.0435617 0 1
0.45 4.29 1.28 0.0436615 0 1
0.45 4.29 1.31 0.043711 0 1
0.45 4.29 1.34 0.0437588 0 1
0.45 4.29 1.37 0.0437952 0 1
0.45 4.29 1.4 0.043779 0 1
0.45 4.29 1.43 0.0438276 0 1
0.45 4.29 1.46 0.0438226 0 1
0.45 4.29 1.49 0.0438121 0 1
0.45 4.29 1.52 0.0437973 0 1
0.45 4.29 1.55 0.0437577 0 1
0.45 4.29 1.58 0.0437176 0 1
0.45 4.29 1.61 0.0436603 0 1
0.45 4.29 1.64 0.0435919 0 1
0.45 4.29 1.67 0.0434308 0 1
0.45 4.29 1.7 0.0434139 0 1
0.45 4.29 1.73 0.0433231 0 1
0.45 4.29 1.76 0.0431956 0 1
0.45 4.29 1.79 0.0431004 0 1
0.45 4.29 1.82 0.0429663 0 1
0.45 4.29 1.85 0.0428364 0 1
0.45 4.29 1.88 0.0426802 0 1
0.45 4.29 1.91 0.0425027 0 1
0.45 4.29 1.94 0.0423116 0 1
0.45 4.29 1.97 0.0421768 0 1
0.50 5.33 0.44 0.000947213 0 1
0.50 5.33 0.47 0.0174816 0 1
0.50 5.33 0.5 0.0233505 0 1
0.50 5.33 0.53 0.0271605 0 1
0.50 5.33 0.56 0.029915 0 1
0.50 5.33 0.59 0.032024 0 1
0.50 5.33 0.62 0.0336894 0 1
0.50 5.33 0.65 0.0350762 0 1
0.50 5.33 0.68 0.0362091 0 1
0.50 5.33 0.71 0.0371635 0 1
0.50 5.33 0.74 0.0379817 0 1
0.50 5.33 0.77 0.0386747 0 1
0.50 5.33 0.8 0.039294 0 1
0.50 5.33 0.83 0.0397742 0 1
0.50 5.33 0.86 0.0402883 0 1
0.50 5.33 0.89 0.0407379 0 1
0.50 5.33 0.92 0.0411215 0 1
0.50 5.33 0.95 0.041455 0 1
0.50 5.33 0.98 0.0417689 0 1
0.50 5.33 1.01 0.0420335 0 1
0.50 5.33 1.04 0.0422832 0 1
0.50 5.33 1.07 0.0424842 0 1
0.50 5.33 1.1 0.0426829 0 1
0.50 5.33 1.13 0.0428189 0 1
0.50 5.33 1.16 0.0430081 0 1
0.50 5.33 1.19 0.04314 0 1
0.50 5.33 1.22 0.0432168 0 1
0.50 5.33 1.25 0.0433646 0 1
0.50 5.33 1.28 0.0434291 0 1
0.50 5.33 1.31 0.0434992 0 1
0.50 5.33 1.34 0.0435474 0 1
0.50 5.33 1.37 0.0435829 0 1
0.50 5.33 1.4 0.0436051 0 1
0.50 5.33 1.43 0.0435818 0 1
0.50 5.33 1.46 0.0436094 0 1
0.50 5.33 1.49 0.0435944 0 1
0.50 5.33 1.52 0.043582 0 1
0.50 5.33 1.55 0.0435463 0 1
0.50 5.33 1.58 0.0435006 0 1
0.50 5.33 1.61 0.0434412 0 1
0.50 5.33 1.64 0.0433161 0 1
0.50 5.33 1.67 0.0432938 0 1
0.50 5.33 1.7 0.0431924 0 1
0.50 5.33 1.73 0.0431061 0 1
0.50 5.33 1.76 0.0429769 0 1
0.50 5.33 1.79 0.0428501 0 1
0.50 5.33 1.82 0.0427392 0 1
0.50 5.33 1.85 0.0426115 0 1
0.50 5.33 1.88 0.0424782 0 1
0.50 5.33 1.91 0.0423321 0 1
0.50 5.33 1.94 0.0421714 0 1
0.50 5.33 1.97 0.042015 0 1
0.58 7.10 0.71 0.00661075 0 1
0.58 7.10 0.74 0.0163166 0 1
0.58 7.10 0.77 0.021267 0 1
0.58 7.10 0.8 0.0246788 0 1
0.58 7.10 0.83 0.0272353 0 1
0.58 7.10 0.86 0.029254 0 1
0.58 7.10 0.89 0.030868 0 1
0.58 7.10 0.92 0.0322431 0 1
0.58 7.10 0.95 0.0333734 0 1
0.58 7.10 0.98 0.0343384 0 1
0.58 7.10 1.01 0.0351625 0 1
0.58 7.10 1.04 0.0358723 0 1
0.58 7.10 1.07 0.0364669 0 1
0.58 7.10 1.1 0.0370038 0 1
0.58 7.10 1.13 0.0374594 0 1
0.58 7.10 1.16 0.0378645 0 1
0.58 7.10 1.19 0.0382138 0 1
0.58 7.10 1.22 0.0385126 0 1
0.58 7.10 1.25 0.038776 0 1
0.58 7.10 1.28 0.0389971 0 1
0.58 7.10 1.31 0.0391866 0 1
0.58 7.10 1.34 0.0393516 0 1
0.58 7.10 1.37 0.0394831 0 1
0.58 7.10 1.4 0.039589 0 1
0.58 7.10 1.43 0.0396703 0 1
0.58 7.10 1.46 0.0397368 0 1
0.58 7.10 1.49 0.0397729 0 1
0.58 7.10 1.52 0.0398218 0 1
0.58 7.10 1.55 0.0398264 0 1
0.58 7.10 1.58 0.0398191 0 1
0.58 7.10 1.61 0.0398045 0 1
0.58 7.10 1.64 0.0397716 0 1
0.58 7.10 1.67 0.0397218 0 1
0.58 7.10 1.7 0.0396305 0 1
0.58 7.10 1.73 0.0395982 0 1
0.58 7.10 1.76 0.039521 0 1
0.58 7.10 1.79 0.0394196 0 1
0.58 7.10 1.82 0.0393292 0 1
0.58 7.10 1.85 0.039224 0 1
0.58 7.10 1.88 0.0390806 0 1
0.58 7.10 1.91 0.0389894 0 1
0.58 7.10 1.94 0.0388363 0 1
0.58 7.10 1.97 0.0386956 0 1
