2.60 0.29 -0.12 0.8277373 0.0000000 0.0095917
2.60 0.29 -0.22 0.8277373 0.0000000 0.0157940
2.60 0.29 -0.32 0.8277373 0.0000000 0.0171123
2.60 0.29 -0.42 0.8277373 0.0000000 0.0179014
2.60 0.29 -0.52 0.8277373 0.0000000 0.0186044
2.60 0.29 -0.62 0.8277373 0.0000000 0.0192773
2.60 0.29 -0.72 0.8277373 0.0000000 0.0199844
2.60 0.29 -0.82 0.8277373 0.0000000 0.0207001
2.60 0.29 -0.92 0.8277373 0.0000000 0.0213948
3.03 0.39 -0.24 0.8704090 0.0000000 0.0069906
3.03 0.39 -0.34 0.8704090 0.0000000 0.0134684
3.03 0.39 -0.44 0.8704090 0.0000000 0.0154847
3.03 0.39 -0.54 0.8704090 0.0000000 0.0165605
3.03 0.39 -0.64 0.8704090 0.0000000 0.0172797
3.03 0.39 -0.74 0.8704090 0.0000000 0.0178155
3.03 0.39 -0.84 0.8704090 0.0000000 0.0182445
3.03 0.39 -0.94 0.8704090 0.0000000 0.0185937
4.68 0.37 -0.21 0.6134212 0.0000000 0.0136076
4.68 0.37 -0.31 0.6134212 0.0000000 0.0245039
4.68 0.37 -0.41 0.6134212 0.0000000 0.0274375
4.68 0.37 -0.51 0.6134212 0.0000000 0.0290652
4.68 0.37 -0.61 0.6134212 0.0000000 0.0302932
4.68 0.37 -0.71 0.6134212 0.0000000 0.0313704
4.68 0.37 -0.81 0.6134212 0.0000000 0.0323899
4.68 0.37 -0.91 0.6134212 0.0000000 0.0333453
4.15 0.51 -0.49 0.8506784 0.0000000 0.0059230
4.15 0.51 -0.59 0.8506784 0.0000000 0.0123585
4.15 0.51 -0.69 0.8506784 0.0000000 0.0147556
4.15 0.51 -0.79 0.8506784 0.0000000 0.0160409
4.15 0.51 -0.89 0.8506784 0.0000000 0.0168211
4.15 0.51 -0.99 0.8506784 0.0000000 0.0173198
6.70 0.57 -0.68 0.6586027 0.0000000 0.0084961
6.70 0.57 -0.78 0.6586027 0.0000000 0.0180695
6.70 0.57 -0.88 0.6586027 0.0000000 0.0217761
6.70 0.57 -0.98 0.6586027 0.0000000 0.0238530
