2.67 0.26 -0.11 0.0124129 0.7704234
2.67 0.26 -0.14 0.0149882 0.7704234
2.67 0.26 -0.17 0.0161028 0.7704234
2.67 0.26 -0.20 0.0166976 0.7704234
2.67 0.26 -0.22 0.0169662 0.7704234
2.67 0.26 -0.23 0.0170754 0.7704234
2.67 0.26 -0.26 0.0173510 0.7704234
2.67 0.26 -0.29 0.0175774 0.7704234
2.67 0.26 -0.32 0.0177677 0.7704234
2.67 0.26 -0.35 0.0179673 0.7704234
2.67 0.26 -0.38 0.0181547 0.7704234
2.67 0.26 -0.41 0.0183501 0.7704234
2.67 0.26 -0.42 0.0184109 0.7704234
2.67 0.26 -0.44 0.0185414 0.7704234
2.67 0.26 -0.47 0.0187518 0.7704234
2.67 0.26 -0.50 0.0189504 0.7704234
2.67 0.26 -0.53 0.0191809 0.7704234
2.67 0.26 -0.56 0.0194046 0.7704234
2.67 0.26 -0.59 0.0196382 0.7704234
2.67 0.26 -0.62 0.0198692 0.7704234
2.67 0.26 -0.62 0.0198692 0.7704234
2.67 0.26 -0.65 0.0201136 0.7704234
2.67 0.26 -0.68 0.0203592 0.7704234
2.67 0.26 -0.71 0.0206050 0.7704234
2.67 0.26 -0.74 0.0208550 0.7704234
2.67 0.26 -0.77 0.0211259 0.7704234
2.67 0.26 -0.80 0.0214013 0.7704234
2.67 0.26 -0.82 0.0215834 0.7704234
2.67 0.26 -0.83 0.0216832 0.7704234
2.67 0.26 -0.86 0.0219512 0.7704234
2.67 0.26 -0.89 0.0222056 0.7704234
2.67 0.26 -0.92 0.0224725 0.7704234
2.67 0.26 -0.95 0.0227552 0.7704234
2.67 0.26 -0.98 0.0230235 0.7704234
2.67 0.26 -1.02 0.0233838 0.7704234
2.67 0.26 -1.22 0.0251191 0.7704234
2.67 0.26 -1.42 0.0266456 0.7704234
2.67 0.26 -1.62 0.0277171 0.7704234
2.67 0.26 -1.82 0.0280929 0.7704234
2.76 0.38 -0.22 0.0056008 0.8882134
2.76 0.38 -0.23 0.0070045 0.8882134
2.76 0.38 -0.26 0.0095551 0.8882134
2.76 0.38 -0.29 0.0110447 0.8882134
2.76 0.38 -0.32 0.0120523 0.8882134
2.76 0.38 -0.35 0.0127854 0.8882134
2.76 0.38 -0.38 0.0133449 0.8882134
2.76 0.38 -0.41 0.0137958 0.8882134
2.76 0.38 -0.42 0.0139265 0.8882134
2.76 0.38 -0.44 0.0141649 0.8882134
2.76 0.38 -0.47 0.0144770 0.8882134
2.76 0.38 -0.50 0.0147459 0.8882134
2.76 0.38 -0.53 0.0149838 0.8882134
2.76 0.38 -0.56 0.0151976 0.8882134
2.76 0.38 -0.59 0.0153872 0.8882134
2.76 0.38 -0.62 0.0155619 0.8882134
2.76 0.38 -0.62 0.0155619 0.8882134
2.76 0.38 -0.65 0.0157212 0.8882134
2.76 0.38 -0.68 0.0158695 0.8882134
2.76 0.38 -0.71 0.0159972 0.8882134
2.76 0.38 -0.74 0.0161360 0.8882134
2.76 0.38 -0.77 0.0162550 0.8882134
2.76 0.38 -0.80 0.0163680 0.8882134
2.76 0.38 -0.82 0.0164393 0.8882134
2.76 0.38 -0.83 0.0164727 0.8882134
2.76 0.38 -0.86 0.0165728 0.8882134
2.76 0.38 -0.89 0.0166654 0.8882134
2.76 0.38 -0.92 0.0167535 0.8882134
2.76 0.38 -0.95 0.0168330 0.8882134
2.76 0.38 -0.98 0.0169101 0.8882134
2.76 0.38 -1.02 0.0169996 0.8882134
2.76 0.38 -1.22 0.0173267 0.8882134
2.76 0.38 -1.42 0.0174131 0.8882134
2.76 0.38 -1.62 0.0172835 0.8882134
2.76 0.38 -1.82 0.0169338 0.8882134
4.27 0.38 -0.20 0.0024020 0.6974134
4.27 0.38 -0.22 0.0124146 0.6974134
4.27 0.38 -0.23 0.0145845 0.6974134
4.27 0.38 -0.26 0.0186131 0.6974134
4.27 0.38 -0.29 0.0209428 0.6974134
4.27 0.38 -0.32 0.0224856 0.6974134
4.27 0.38 -0.35 0.0236052 0.6974134
4.27 0.38 -0.38 0.0244595 0.6974134
4.27 0.38 -0.41 0.0251359 0.6974134
4.27 0.38 -0.42 0.0253301 0.6974134
4.27 0.38 -0.44 0.0257028 0.6974134
4.27 0.38 -0.47 0.0261951 0.6974134
4.27 0.38 -0.50 0.0266148 0.6974134
4.27 0.38 -0.53 0.0270132 0.6974134
4.27 0.38 -0.56 0.0273733 0.6974134
4.27 0.38 -0.59 0.0277134 0.6974134
4.27 0.38 -0.62 0.0280345 0.6974134
4.27 0.38 -0.62 0.0280345 0.6974134
4.27 0.38 -0.65 0.0283457 0.6974134
4.27 0.38 -0.68 0.0286330 0.6974134
4.27 0.38 -0.71 0.0289105 0.6974134
4.27 0.38 -0.74 0.0291871 0.6974134
4.27 0.38 -0.77 0.0294523 0.6974134
4.27 0.38 -0.80 0.0297109 0.6974134
4.27 0.38 -0.82 0.0298534 0.6974134
4.27 0.38 -0.83 0.0299613 0.6974134
4.27 0.38 -0.86 0.0302027 0.6974134
4.27 0.38 -0.89 0.0304482 0.6974134
4.27 0.38 -0.92 0.0306159 0.6974134
4.27 0.38 -0.95 0.0309064 0.6974134
4.27 0.38 -0.98 0.0311569 0.6974134
4.27 0.38 -1.02 0.0314477 0.6974134
4.27 0.38 -1.22 0.0327670 0.6974134
4.27 0.38 -1.42 0.0338012 0.6974134
4.27 0.38 -1.62 0.0344880 0.6974134
4.27 0.38 -1.82 0.0347478 0.6974134
4.15 0.52 -0.50 0.0055953 0.8535467
4.15 0.52 -0.53 0.0085565 0.8535467
4.15 0.52 -0.56 0.0103612 0.8535467
4.15 0.52 -0.59 0.0116489 0.8535467
4.15 0.52 -0.62 0.0126259 0.8535467
4.15 0.52 -0.62 0.0126259 0.8535467
4.15 0.52 -0.65 0.0133966 0.8535467
4.15 0.52 -0.68 0.0140207 0.8535467
4.15 0.52 -0.71 0.0145395 0.8535467
4.15 0.52 -0.74 0.0149708 0.8535467
4.15 0.52 -0.77 0.0153391 0.8535467
4.15 0.52 -0.80 0.0156485 0.8535467
4.15 0.52 -0.82 0.0158387 0.8535467
4.15 0.52 -0.83 0.0159213 0.8535467
4.15 0.52 -0.86 0.0161565 0.8535467
4.15 0.52 -0.89 0.0163545 0.8535467
4.15 0.52 -0.92 0.0165370 0.8535467
4.15 0.52 -0.95 0.0166915 0.8535467
4.15 0.52 -0.98 0.0168261 0.8535467
4.15 0.52 -1.02 0.0169837 0.8535467
4.15 0.52 -1.22 0.0174034 0.8535467
4.15 0.52 -1.42 0.0174432 0.8535467
4.15 0.52 -1.62 0.0172103 0.8535467
4.15 0.52 -1.82 0.0167851 0.8535467
6.70 0.57 -0.68 0.0098734 0.6552340
6.70 0.57 -0.71 0.0137397 0.6552340
6.70 0.57 -0.74 0.0162818 0.6552340
6.70 0.57 -0.77 0.0181480 0.6552340
6.70 0.57 -0.80 0.0196009 0.6552340
6.70 0.57 -0.82 0.0204016 0.6552340
6.70 0.57 -0.83 0.0207579 0.6552340
6.70 0.57 -0.86 0.0217206 0.6552340
6.70 0.57 -0.89 0.0224924 0.6552340
6.70 0.57 -0.92 0.0231996 0.6552340
6.70 0.57 -0.95 0.0237651 0.6552340
6.70 0.57 -0.98 0.0242566 0.6552340
6.70 0.57 -1.02 0.0248106 0.6552340
6.70 0.57 -1.22 0.0264578 0.6552340
6.70 0.57 -1.42 0.0270299 0.6552340
6.70 0.57 -1.62 0.0270409 0.6552340
6.70 0.57 -1.82 0.0266597 0.6552340
