2.5151 0.2891 0.4836 0.0696626 -0.306029
2.5152 0.2912 0.8318 0.0394902 -0.246039
2.5478 0.2802 1.4718 0.0101993 -0.0755725
2.549 0.2952 0.3255 0.0869896 -0.288168
2.5527 0.2959 0.626 0.0554912 -0.292591
2.6205 0.2842 1.335 0.0133951 -0.099438
2.8222 0.3937 0.4729 0.075179 -0.332916
2.8666 0.3915 0.3356 0.0901337 -0.236553
2.9014 0.3926 0.7556 0.0415414 -0.364855
2.9662 0.3955 0.6187 0.0540002 -0.346749
3.0724 0.3927 1.3201 0.0116348 -0.278935
3.2017 0.3948 1.2707 0.0123797 -0.272683
3.6793 0.4898 0.5612 0.0513377 -0.243832
3.6886 0.4832 0.5092 0.0552313 -0.208252
4.049 0.5155 0.8779 0.023154 -0.341103
4.0639 0.5118 0.7857 0.0288566 -0.307133
4.2649 0.5235 1.4465 0.00498242 -0.405401
4.3742 0.5276 1.361 0.00607552 -0.393094
4.5066 0.3607 0.4884 0.0354417 -0.119763
4.5733 0.3626 1.4477 0.00450497 -0.0718581
4.583 0.3679 0.3585 0.0412219 -0.0931745
4.6302 0.3718 0.8062 0.0192129 -0.126008
4.6602 0.3691 1.3596 0.00544844 -0.082178
4.7235 0.38 0.6539 0.0257719 -0.127444
5.9851 0.513 0.7335 0.0186519 -0.122464
6.0054 0.505 0.6402 0.021466 -0.0964523
6.3356 0.5542 1.1457 0.00683127 -0.200042
6.4553 0.5523 1.0377 0.00865768 -0.171118
6.5854 0.5782 1.6507 0.00163672 -0.274378
6.776 0.5841 1.601 0.00179645 -0.262213
